C1orf112
NEO1
PHKA1
DNTTIP2
METTL22
TRO
RHOA
IDH3G
PDK3
HYAL2
RASSF1
HEATR6
MEF2A
ACSL4
SRBD1
ERLEC1
NUP133
FUNDC1
MAPK6
PHRF1
SMG6
CLTCL1
RNF126
JMJD6
NDST1
ASNS
AP3M2
TESK2
CFAP20
CDC42
OSBPL3
RAD18
RPL31
WDR1
SNX13
RPS6KA2
TRIP13
HLTF
CYBRD1
RDH11
ADGRL1
UBE2D1
RHOBTB1
HSD17B10
P4HA2
FBXW11
AP1M1
XRCC1
LLGL2
PDE8A
NLE1
PPP2R3A
FERMT2
FRY
PICALM
NSF
EED
BCS1L
ZZEF1
ENO1
ANO8
TUBE1
NUP37
ACAT1
SLC25A40
RASAL2
PLD1
RAB7A
KIFAP3
MKRN2
MLH1
KLHL20
ACACB
GPATCH1
ICAM3
NMRK2
DGKD
CTTNBP2
TOP2B
GTF3C1
IL4R
EXOSC5
FAM76B
NAALAD2
SLC25A43
UBE2A
ARAF
N4BP2
TULP3
BRINP1
TOLLIP
RUNX1T1
FKBP7
SLC1A3
CDC14A
PGM1
EPB41L2
STX7
SLC35C2
RFX3
SMARCA2
SESN1
CPOX
RSBN1
MAGI3
OSTM1
EXD2
UBA5
DUSP12
WDR70
BZW1
ME2
EPB41L3
DLG3
TRAF5
GEMIN5
SEMA5B
KAT6A
GRHL2
PLOD1
PIBF1
TDRD3
NUFIP1
OXCT1
RRAGB
CYLD
ZNF586
FAT1
SMAP2
SLCO1A2
EIF3I
NCOA1
KIF3C
RAB10
AK6
PREP
SLC25A24
IGSF9
CPNE3
RRN3
MTIF2
MGST2
ATG16L1
POMGNT1
RAD54L
MAST2
DNAJA1
CHMP5
NFX1
DIMT1
IPO11
MRPL28
ZW10
MTMR2
PPP1R15A
NLK
UIMC1
MMP2
TXNDC16
GMCL1
KLHL42
AURKA
AAMDC
ALG6
ASAP3
EDEM2
PDRG1
TGDS
DOCK3
COQ9
PPP1R13B
ATRN
NSFL1C
MAPKAPK5
SLC23A2
SLC8B1
TMEM230
TRMT6
BRAP
ZNF302
HEPH
CDIP1
GANAB
RBM41
BIRC5
MLF2
RCOR1
GPATCH2L
BLVRB
MAEA
PDCD7
ZNF268
USP48
PDPR
DLL3
EXOC1
NLRP1
RGS17
TMEM101
CCDC80
SLC7A8
OSGEP
HECTD1
HNRNPC
GEMIN2
TINF2
DAZL
TYRO3
DPYSL2
GPATCH2
COMT
LRRFIP2
CDC23
AAAS
SUCO
CWF19L1
CYP26A1
BAMBI
CREM
BRPF3
TMEM14A
EFHC1
ITPR3
ZNF184
DSP
SIRT1
JAK2
ABL1
CDC7
ABLIM1
NRP1
KCNK6
NDUFB7
POLR2E
RASSF7
ARVCF
TRMT2A
MED15
LZTR1
CABIN1
TOP3B
CARD10
HPS4
PATZ1
TFIP11
SNU13
CCDC134
CENPM
KDELR3
CBY1
TOMM22
RTCB
FBXO7
POLDIP3
TIMP3
LMF2
PACSIN2
AP1B1
MCAT
THOC5
MCM5
SYNGR1
TAB1
ASCC2
MTMR3
MIEF1
EIF3D
SGSM3
IFT27
L3MBTL2
RANGAP1
PHF5A
PMM1
ZBED4
SDR39U1
PRMT5
POLE2
VCPKMT
SOS2
PYGL
CDKN3
CGRRF1
PIGH
AHSA1
CEP128
ERH
HIF1A
GSKIP
PSMC1
RPS6KA5
PSMB5
APEX1
EFS
PCK2
NFKBIA
EMC9
PLTP
GSS
PYGB
ABHD12
PROCR
CD40
IFT52
MYBL2
SALL4
DOK5
CSTF1
RAE1
TPD52L2
NKAIN4
GMEB2
ARFRP1
TRIB3
CDS2
SEC23B
PLCB4
TM9SF4
KIF3B
MAPRE1
JAG1
TTI1
E2F1
RPRD1B
ACTR5
WFDC2
FAM83D
DHX35
DNTTIP1
PIGU
ACOT8
ADNP2
LPIN2
CEP192
POLI
MIB1
CSTF2
TBL1X
GPR143
MID1
NKAP
MOSPD1
AMMECR1
WDR13
SRPX
PLP2
SCML2
SLC35A2
UBL4A
JADE3
USP11
MAGED2
RBM3
ARMCX3
BEX4
CDADC1
STK24
ARHGEF7
PARP4
INTS6
DHRS12
TSC22D1
CLN5
ZNF629
LYRM1
LONP2
N4BP1
CTCF
POLR2C
ZNF821
USB1
CYB5B
TANGO6
COG4
PLA2G15
ESRP2
AXIN1
HSDL1
NAGPA
COTL1
ABCC1
NUBP1
CRYM
EARS2
USP31
HMOX2
DNAJA3
PYCARD
CDIPT
BCKDK
CCP110
RNF40
IQCH
RAB11A
CTSH
RPAP1
DTWD1
DMXL2
DNAJC17
SPG11
OIP5
PDGFRL
ZDHHC2
ZFAND1
NBN
DECR1
POP1
JPH1
STK3
GDAP1
ARMC1
TRPS1
SNX16
INTS10
KCTD9
BNIP3L
MAN2B1
DHDH
CLPTM1
RELB
FCGRT
RNASEH2A
TRMT1
SGTA
C19orf53
ASF1B
TNNT1
FAM32A
AKAP8
EPHX3
POP4
CCNE1
ANKRD27
CLC
GPI
PLD3
ZFR2
SLC1A5
FZR1
DENND3
PLIN3
TYK2
RABAC1
MEIS3
BCAT2
MIER2
PLEKHA4
PPP2R1A
GCDH
DNASE2
MAST1
PRPF31
RPL18A
ISYNA1
ELL
UPK1A
DDX49
ARMC6
ATP13A1
CADM4
CDK6
TFPI2
HBP1
DUS4L
MTPN
STEAP1B
PTN
TTC26
CAV1
MET
IQCE
HIBADH
CPVL
PLEKHA8
HSPB1
BUD31
PTCD1
SNX8
AIMP2
MOSPD3
IMPDH1
SERPINE1
ZNHIT1
GLCCI1
MEST
ANKMY2
TSPAN13
GLI3
POLD2
CLIP2
EIF4H
FSD1L
CNTNAP3
PRUNE2
TGFBR1
AMBP
CDC37L1
TBC1D13
RIC1
KDM4C
TESK1
CREB3
PIP5K1B
RAPGEF1
SETX
SH3GL2
ZFAND5
DVL1
PHYH
RASSF4
DNMBP
CXCL12
PALD1
UNC5B
LIPA
GBF1
ARHGAP21
CUEDC2
ANKRD26
LHPP
MTPAP
SH3PXD2A
PITRM1
GLRX3
XPNPEP1
CCDC6
CUL2
RPL28
PPIF
RAD51C
MTMR4
RECQL5
GALK1
CPD
DRG2
SMARCD2
C17orf75
PSMD11
CCL2
EZH1
RND2
HDAC5
MPP2
PRKAR1A
EFNB3
YWHAE
MMD
RANGRF
MAP2K6
DHRS7B
NAT9
TNFAIP1
IFT20
CDR2L
PMP22
SLAIN2
NFKB1
NDUFC1
KLHL2
CPE
RPL34
GRPEL1
GAR1
CLCN3
AADAT
TRIM2
FBXW7
STIM2
RAPGEF2
SNX25
UFSP2
KLF3
NCAPG
DDX25
HTATIP2
ZPR1
SC5D
HSPA8
ATG2A
DCPS
CCND1
PANX1
CEP164
EIF4G2
GALNT18
BIRC2
HIPK3
SLC15A3
AMBRA1
MADD
SLC35F2
C11orf58
RPS13
AIP
NUP98
TCIRG1
PRPF40B
PRDM4
CORO1C
KCTD10
IL23A
PPM1H
ELK3
ITFG2
CUX2
DUSP16
ALDH2
CDKN1B
EIF2B1
SLC38A1
MDM1
TIMELESS
GAPDH
NOP2
COPS7A
CDCA3
USP5
TPI1
SPSB2
ENO2
PTPN6
LPCAT3
SUDS3
PRKAB1
C2CD5
COX6A1
RIC8B
FGFR1OP2
DSE
GCNT2
CEP85L
ASF1A
MCM9
FAM184A
RNGTT
MAN1A1
FBXO5
MTRF1L
MAPK14
STK38
SRSF3
CAP2
GPR63
E2F3
PTP4A1
MED23
WASF1
GPLD1
RPS12
C6orf62
SOBP
PHF1
BYSL
FAM120B
MRPL2
SRF
DUSP22
EXOC2
TMEM30A
SLC29A1
BTN2A1
LAMA4
PCDHB2
NUDT12
KIF20A
PFDN1
HBEGF
PCDHB5
CLK4
THG1L
THBS4
TTC1
RASGRF2
GOLPH3
SLC12A7
SKP1
C5orf15
PPWD1
HMGXB3
STC2
HRH2
ACTR8
ARL6
ARMC8
CEP70
XRN1
PFKFB4
USP4
USP9Y
TUSC2
RPL24
CBLB
BBX
GBE1
UMPS
NCBP2
SNX4
FRMD4B
SLC41A3
KLHL18
HEMK1
RRP9
ARHGEF26
PLCH1
INO80D
ADAM23
KANSL3
LMAN2L
RTKN
NCL
ACTR3
EPB41L5
GPD2
CENPA
ACVR1
NRBP1
PSMD14
SNX17
GCA
TTC31
GRB14
GALNT3
POLE4
MRPL19
LANCL1
IGFBP2
TXNDC9
PDCL3
KDM3A
CNPPD1
ODC1
PLEKHB2
GORASP2
STRN
ORC2
COX7A2L
PNO1
RND3
ATF2
TRAK2
SUMO1
NFE2L2
SPR
PARD3B
FARSB
ALMS1
DNAJC16
MARK1
GPX7
RALGPS2
LRRC42
RPL22
PHF13
ERRFI1
MECR
WDR77
CAPZA1
SCAMP3
ASH1L
ARHGEF2
DOCK7
SRM
C1orf21
MFN2
MIIP
GADD45A
CTH
PLEKHM2
CD58
MAP7D1
GNPAT
NID1
RLF
AKT3
ACADM
CD48
MFAP2
UAP1
KLHL12
SSX2IP
HMGCL
GALE
CDC20
IPO13
PRDX1
FAAH
VAMP4
DPH5
RCOR3
STMN1
NEK2
DHDDS
RPA2
PPP1R8
OSBPL9
KPTN
RPS25
MREG
B4GALT6
ELOVL4
FILIP1
ANKRD13C
RAB32
RNF146
SPP1
MFSD1
RAB3GAP2
EEF2KMT
UBN1
KLF12
LDAH
WDR35
ELL2
ITGB1BP1
CPSF3
C1orf198
FKBP15
SET
GLE1
CNTRL
NEK6
HDHD3
HSDL2
INVS
GALNT12
ALG2
NEK9
IFT43
MLH3
ABCD4
PPP4R4
SLIRP
EIF2B2
COQ6
SUPT7L
KLHL29
FKBP1B
ATL2
AFTPH
BCL11A
SLC17A5
IDE
GPAM
MXI1
C10orf88
TCTN3
WDR11
GOT1
DUSP1
TEK
RCL1
CAAP1
MOB3B
GORAB
SLC10A7
MASTL
KIAA1217
TAF12
DNAJC15
ELF1
ALG5
TGFBI
FAM53C
SIL1
KDM3B
EGR1
SOCS2
CRISPLD1
SCPEP1
CEP89
ECHDC2
PLBD1
ZSCAN18
DESI2
CRY2
DEPDC7
CAT
ZNF639
LRIF1
ACVR2A
POLK
RPL21
UBL3
OCRL
MRPS2
ZC3H7A
TRMT13
ZNF644
BBS9
PMS2
ZMIZ2
ARL4A
NUDT10
SRGN
VPS26A
CIT
IFT81
RNF11
NECAB1
DDX39A
GIPC1
OPTN
ATG101
TUBA1B
STIL
HJURP
USP45
PLP1
NRK
RAB9A
CKS2
DNPEP
SLC12A4
PREX1
SDC4
PIGT
MATN4
NCOA5
VAPB
ARFGEF2
CSE1L
RNF114
MTRR
CHST8
MCEE
MRS2
WRNIP1
SERPINB6
XPO5
ABCC10
PEX6
OARD1
ZNF391
MED20
TBCC
MAD2L1BP
KLHDC3
CDKN1A
SLC35B3
RAB17
AHNAK
MT2A
TMTC4
RNF113A
NDUFA1
FAM193A
HS3ST3B1
SLC25A19
DDX31
POLR1B
CLPP
RPL23
ATG4C
SNRPD2
GPCPD1
NAPB
PSMF1
ZNF133
OVOL2
MGME1
ITPA
MCM8
ERGIC3
ROMO1
CEP250
PSMB2
KLC1
PDCD2L
COX6B1
CCR7
PRMT1
ASL
SBDS
BECN1
DNAJC8
HSPA2
ZBTB1
TRMT5
NUP214
HNRNPH2
ARMCX1
TIMM8A
ZC4H2
PPCS
TRAF2
RAP1B
DYRK2
YEATS4
PIN1
SYNGR3
WDR24
EMC6
TUBA4A
AAMP
POR
GNAI1
PEX1
SGCE
CASD1
RASL11B
DGCR6L
TST
RAC2
CCDC136
KLHDC10
MRPS12
MTX2
OSGEPL1
HAT1
INO80
KNSTRN
VPS13C
PSMA1
SERGEF
DCTD
PHF20L1
AP1M2
EGLN3
CDO1
ITFG1
FGF13
ASH2L
MAU2
TNNI3
PUDP
ERMARD
GDPD2
SAT1
SH3BP4
MOSPD2
ECSIT
ELOF1
APOC1
DPP6
XPO7
RPL36
DDA1
LSM7
SNX9
ARPC1B
ZSWIM6
OLFM1
CEP85
ADRM1
ASS1
TRIM28
TMEM160
ARHGEF16
SESN2
CLIP1
HIP1R
ZNF426
SLC6A8
HABP4
UBA1
LATS1
ATP6V1E1
EMC8
CHMP1A
SH3BGRL
COX7B
RLIM
ABCB7
TRAF3
MRPS25
CAPN7
MGAT1
TUBG1
PSME3
C1orf159
THOC6
NINJ1
MAP1B
WDR44
STARD3
CHD1L
PIAS3
PRKAB2
CHSY1
ACTR10
DNAJB1
SPATA6
LRRC41
EFR3A
IQCA1
ILKAP
RAN
PRKAA1
RAP1GAP2
RPA1
SERPINF1
EEFSEC
TBC1D14
TMEM128
COQ3
SEC61G
LANCL2
FIGNL1
GRSF1
UNK
EIF5A
VPS13B
MATN2
REEP2
ERAL1
PRMT7
NIP7
PCED1A
BTBD3
NXT1
DAP3
DCAF8
IGHMBP2
DPH2
CTNNBL1
SERINC3
CASP9
ATP8A2
USPL1
POMP
CDK8
WASF3
PEMT
SCO1
SLC41A1
COG6
POSTN
BEX2
TCEAL4
FAM104A
MORC2
MKRN1
AGAP3
ACTR3B
LRRIQ1
C12orf29
ATP13A3
TMEM254
SPINK5
IMPA1
LRRCC1
HSD17B4
TEX15
DPF2
UNC79
VRTN
EIF2S1
LOXL2
ELP3
MBD2
CCNB1
THUMPD3
ARL8B
EDEM1
DPH6
VAV3
PSRC1
NOTCH2
CEPT1
SPIRE1
TMEM106C
KIDINS220
LDHA
IL6ST
FST
TIMM17A
RPS15A
CCNH
KCTD1
CABLES1
DDB2
ACP2
HOOK1
BTF3L4
FHOD3
TIMM10
DHX34
CLOCK
ERCC5
ARHGAP32
ETS1
APC
RFK
ANXA1
AGTPBP1
PSAT1
ISCA1
TAOK3
P2RX4
PNPLA8
RINT1
SRPK2
ANKRD6
KHDC1
CEP162
SNX14
AKIRIN2
MAP3K7
PRR5L
PHF21A
NAT10
GLS2
CDK4
TFCP2
COQ10A
ESPL1
LTV1
CD164
HEY2
REPS1
PRADC1
SMYD5
KLHL36
FHOD1
COG2
GLUL
STX6
CEP350
PIGC
MRPL44
TTLL4
USP37
EIF4E2
ARMC9
ISCU
NEK3
TBC1D4
BORA
LRCH1
RCBTB1
COG3
LMO7
EDNRB
SETDB2
SCRN1
CHST12
ZDHHC4
BZW2
TBRG4
CCM2
RSAD1
SRSF1
TACO1
TEX2
KAT7
VPS45
KCTD3
RPS6KC1
CCDC115
SAP130
BIN1
IMP4
HS6ST1
CDK9
TOR1B
STXBP1
SLC2A8
CDK5RAP2
FPGS
USP20
PSMB7
RPL35
CTSV
DSCC1
DERL1
MYC
RANBP6
POLR1E
APTX
RNF38
DCTN3
GRHPR
DENND4C
PPIL1
KIF13A
ZSCAN9
PIM1
GMPR
YIPF3
SLC22A23
TUBB2A
RIPK1
FLOT1
TRIM26
IER3
DDR1
MDC1
NRM
VARS2
SYTL2
PRCP
NARS2
RNF121
MRPL15
GGH
SDCBP
NEK1
YAP1
SLC37A4
FDX1
NDUFAF1
PARP6
RMDN3
ZNF280D
RSL24D1
GCHFR
GTF2B
KHK
PREB
SLC5A6
FBXO11
DTNB
TACC2
DBR1
DNAJC13
FAM149B1
SMARCAL1
BARD1
ASNSD1
NAB1
MNS1
SECISBP2L
APH1B
PPCDC
UBL7
FAM13A
HERC5
BMP2K
CCNG2
ANXA3
GSTCD
INTS12
CASP6
HADH
PAPSS1
PPP3CA
MAPK8IP3
RGS3
ETV6
GABARAPL1
CPNE8
YARS2
PRICKLE1
VAMP1
PPFIA2
POC1B
SNRPF
NEDD1
GAS2L3
SLC15A4
TDG
RITA1
GIT2
TARBP2
BRCA2
CERS5
LMBR1L
ESYT1
ESD
RB1
ZIC5
ABHD13
RAB20
MDGA2
FRMD6
PELI2
DCAF5
WDR89
STON2
NIPA2
MFAP1
SORD
SERF2
SLC27A2
FGF7
BNIP2
GTF2A2
SRP14
BAHD1
UBE2Q2
SCAPER
NCOA2
MAN2C1
BBS4
ULK3
HAPLN3
TICRR
UNC45A
SH3GL3
PMM2
PARN
ARHGAP17
CHST4
CMTM3
CDH11
MAP1LC3B
ZCCHC14
ZSCAN32
TIGD7
GALNS
KSR1
RANBP10
DPEP3
GFOD2
NOB1
TOM1L1
C17orf80
SGSM2
SCRN2
G6PC3
SS18
SLC39A6
C18orf21
SAT2
TTYH2
EIF4A3
TBCD
FN3KRP
RPTOR
WDR45B
DYM
PMAIP1
CACNA1A
PLPP2
SIRT3
SCYL1
TMEM50B
NOSIP
RCN3
EPHA2
ARHGEF19
SH3BGRL3
CNKSR1
ZNF593
EVA1B
PLK4
PIGK
CTTNBP2NL
STRIP1
CD53
CELSR2
ALDH9A1
POGK
MPC2
CREG1
DCAF6
TMCO1
UFC1
SDHC
PFDN2
PIGM
CRABP2
RGS16
HMCN1
LYPLAL1
CGN
SETDB1
MCL1
RFX5
ANP32E
CERS2
SEMA6C
MRPL9
C1orf56
SYT14
DTL
EIF2D
TP53BP2
TPM3
SNAPIN
SLC39A1
CREB3L4
GATAD2B
ILF2
RIT1
INTS3
TTC13
SCCPDH
SNAP47
SRP9
NVL
FBXO28
PSEN2
PPFIA4
HNRNPLL
CAMKMT
VPS54
ETAA1
SNRPG
RALB
TMEM177
SPOPL
THSD7B
AMMECR1L
UBR3
METTL21A
RHBDD1
TAMM41
RAB5A
STK11IP
GMPPA
CTDSPL
RPL32
SHQ1
NFKBIZ
ATG3
TRPC1
AMT
STXBP5L
EAF2
SLIT2
EIF2B5
SNCA
PYURF
RPS3A
CBR4
RPL37
PLK2
PIK3R1
LHFPL2
RASA1
MEGF10
RNF145
FBXO38
G3BP1
RMND5B
TBC1D7
FARS2
TNFRSF21
ABT1
PPP1R18
CRIP3
RPL7L1
NFKBIE
CYP39A1
PNRC1
SLC18B1
TIAM2
ZMYM4
ARMT1
GNA12
CDCA5
ZNF92
TLK2
EPHA1
SHROOM2
LUC7L2
SH3KBP1
MSN
HDAC8
SLC16A2
CHST7
NDUFB11
NONO
OGT
ZNF711
DOCK11
MFHAS1
NSDHL
ATP6V1B2
HMBOX1
CHMP7
LACTB2
PRDM14
RPL7
LRP12
MAL2
ZNF7
NAPRT
AK3
NFIB
PLIN2
C9orf72
STOM
ALAD
SURF2
MED22
ASB6
PTGES2
NTMT1
CIZ1
DPH7
NACC2
PDSS1
FAM171A1
NRBF2
CDHR1
CAMK2G
GLUD1
ADD3
DNAJB12
FUOM
TAF5
PPRC1
ITPRIP
PGAP2
ZNF215
PAMR1
TNKS1BP1
SLC43A1
PTPRJ
CCDC82
PAK1
RPS3
TTC12
SLX4IP
FEZ1
TMEM25
DSN1
LSM14B
FAU
ALDOA
HIRIP3
CNKSR2
TMCO3
TMEM218
SAP18
ADGRL3
DLG2
PRSS23
CCT5
DLAT
PIP4K2A
FREM2
FOXO1
UBC
ITPR1
CACNA1C
NGLY1
UBE3B
PLBD2
DLG5
SLC2A13
GXYLT1
DIP2C
EIF4E
TEX30
MBIP
EXT2
TMEM18
NEK7
VIPAS39
ANKRD50
QDPR
DPYSL4
ASAP2
NBAS
SACS
PARP8
BEND6
FAM168B
MGAT5
ARL14EP
C18orf25
PDE3B
UHMK1
POC5
JMY
RPP38
USP12
MBNL1
PANK1
PLOD2
BCL2L11
ANAPC1
SCOC
AHCTF1
MERTK
ASAP1
TRAPPC8
RPIA
ZDHHC7
JAZF1
TRIP12
CEBPG
MCOLN2
HS2ST1
GDPD1
CABYR
IMPACT
UBASH3B
ABCA5
SH3RF1
CXADR
BTG3
ADAMTS1
DPH3
CXXC1
PPP4R1
EME1
EPHB1
VOPP1
APOOL
CYP2U1
KLF10
AZIN1
AGPAT5
MMS19
ZFYVE27
TRMT44
SLC25A28
USP25
C16orf87
MOV10
RHOC
CNOT8
LRGUK
RNF20
PPARGC1B
RRAGA
RASA2
RMND1
RAB39B
GRIP1
KIF5A
MCU
ADK
KCNMA1
DCK
N6AMT1
CCT8
RPGR
PCGF6
PCDH1
MTERF3
PTDSS1
SUPV3L1
EEF1A1
TYSND1
UBE2L6
ZDHHC5
MED19
KAT6B
SAMD8
BAG4
ATAD2
VPS8
GALK2
B3GNT7
RPUSD3
SEC13
NTAN1
NMNAT2
ZFYVE9
NECAP2
PAXIP1
DHRS1
KIT
AASDH
CCNB2
MYO1E
AFAP1L1
TSC22D3
SLC35B2
SNX22
BRAF
WDR19
SPPL3
C12orf43
PAFAH2
GALNT14
DZIP1L
TMSB15A
ABHD3
SLC13A3
AUTS2
CDC25C
CNOT11
PPP1R9A
ZC3H18
COPG2
TAGLN2
DUSP23
F11R
EDA
B4GALT3
CACHD1
RAPGEF6
FBXW5
MRPL10
ACTC1
ADPGK
ADIPOR1
CYB5R1
PSMD4
HK2
STARD9
UBR1
MED8
RSPRY1
EFCAB14
CHCHD6
ABR
CCDC107
ARHGAP35
CCDC28B
ATAD3B
UBE2J2
SLC37A1
PDE9A
WDR4
SPATC1L
CACFD1
TOR2A
PKN3
DEDD2
PCSK7
CHTOP
VPS11
RUSC1
PPP1R35
MGAT4B
PSMC2
PGAP3
FDXR
ZNF577
ITGA5
MPP3
FMNL3
RACGAP1
SPSB3
CCNF
AMDHD2
ZNF75A
ASRGL1
NXF1
RPL29
LRP5
TPCN2
FGF19
USP24
PLPP3
AK4
JAK1
LZIC
DHRS3
ALPL
MXRA8
NFIA
USP1
SNX7
NTNG1
ATXN7L2
AGL
ZNF496
OLFML2B
ATF3
RBM15
IER5
TFB2M
CNST
PPP1R21
MRPL55
CFAP36
ANKRD23
PACRGL
VPS72
BOLA3
CDC42EP3
S100A11
DHX57
CCNYL1
NIPAL1
HELQ
MRPS18C
PBXIP1
CLDN1
POGLUT1
STK36
ANKZF1
CHCHD4
CLASP2
IFI16
GTPBP8
CDS1
WDFY3
PSMD6
HESX1
RPL9
APBB2
CRELD1
GYG1
HPS3
TM4SF18
SLC4A1AP
ZDHHC3
FYCO1
YEATS2
BAP1
SLBP
UBXN7
RNF168
METAP1
DNAJB14
BDH2
SPRY1
TEX264
POC1A
PRSS12
HMGB2
ARFIP1
STARD4
CCDC112
F2RL1
AGGF1
WDR41
SCGB3A2
CFAP97
RICTOR
UBLCP1
UTP15
UQCRQ
DCBLD1
TMEM200A
STXBP5
STK17A
HCN1
SLU7
RP9
KCNK5
ZNF12
STEAP1
CDCA7L
MIOS
FABP5
MED30
SPIDR
ORC5
MICALL2
INTS1
PHAX
COX6C
OSR2
YWHAZ
FZD6
CCDC171
MAMDC2
ALDH1A1
HNRNPK
SVEP1
ANKS6
DYNLT3
WNK2
ZNF367
BRWD3
HECTD2
GTF2A1
SLC16A9
DDIAS
LRR1
ZNF22
KLHDC2
RPUSD4
TTC8
OTX2
TAF3
SLC18A2
PRDX3
ENOX2
GHITM
PMPCA
HPRT1
BORCS5
TRUB1
C10orf82
SLC39A13
PSMC3
IFI27L1
ARL5B
SMCO4
ABTB2
R3HCC1L
AMOTL1
GPR176
JAM3
RAB8B
RPUSD2
TRMT61A
BTRC
BAG5
LARP6
NOLC1
ALKBH3
SGPL1
FRS2
CCT2
CLMP
COX11
ZNF202
APBB1
NUDT13
TAF10
TPP1
PPFIBP2
CYB5R2
TUB
RPL27A
ATMIN
ZSCAN21
RIMKLB
NDEL1
COG1
NNMT
SAAL1
RBPMS2
NAV2
C18orf54
DCTN5
TERF2IP
NEMP1
VPS39
PATL1
MRPL16
CCNDBP1
RCCD1
AKTIP
MAPRE2
PBX3
SNRPD1
SAMD14
TMEM92
DOLPP1
TBC1D2B
KATNAL2
HDHD2
RNF214
ART5
RRM1
ZNF668
RAB8A
GPX4
PROCA1
TUBA1C
ZNF701
TRAPPC9
DAPK3
RILP
ZNF83
NDUFV1
CDK2AP2
ZNF232
SRP68
TK1
MLST8
E4F1
KCTD5
VWCE
C2CD3
ULK4
FADD
LTBP3
SAC3D1
CCDC88B
NUDT16L1
KIAA1586
RAB4A
DDIT4
LMBRD1
IRF2BP2
THAP11
MMADHC
MFSD2A
COG7
STIP1
RAB31
ATF6B
POLR3D
MTCL1
FNTA
ING2
STAT3
UGT3A2
AHCYL1
DNAJC21
PKIG
CNNM3
TSPAN5
CHTF8
ADAL
ZNF507
STX18
GFM1
USP39
TNIP2
TMEM150A
VAMP5
PPIC
CEP120
FEM1B
HNRNPH1
ZNF354A
NSMCE1
CD2BP2
RGS14
MRPL1
PGM2
SIN3A
METTL15
ZEB2
CKAP2L
AGPAT2
CNBP
GPS1
ZNF32
TAPT1
HNRNPF
CSGALNACT2
TRIM56
TPST1
MAP3K2
CNTROB
RNF150
ZNF212
ZNF282
GLB1
CDK1
UBB
NFRKB
B3GNT2
GPRC5C
KRT8
MGMT
NFXL1
RALGAPB
PA2G4
PFKFB3
CDH2
EMB
STAT2
RNF34
SOCS6
KCNS3
USP32
PPM1D
KBTBD2
TRIAP1
KIAA0232
RNF139
TSEN34
MSANTD4
NUDT6
PKIA
FEZ2
C11orf24
MTM1
TRMT61B
INSR
MFN1
ATP6V0E2
JAGN1
C1GALT1C1
ZNF692
CDC42BPG
SHCBP1
GAA
ZDHHC16
PGAM1
ESCO2
KRT19
ZNF318
LRRC8D
PLRG1
ZNF274
ZIK1
ATF7IP
RGS19
TCEA2
HDAC3
TMEM51
CTPS1
KNDC1
MLLT3
RRM2
RPS21
PRNP
FRMD5
TLN2
LAMB2
ORMDL3
KRCC1
CYCS
MTBP
TEFM
MALT1
C5orf34
ZNF131
TP53RK
SUCLG2
GNG12
CLP1
TCEAL1
MANEA
FIBP
PPP1CA
TMEM134
FUT10
