Xpo6
Dguok
Camta1
Cmc2
Tbp
Fhod1
Msh3
Tmem208
Dnajb9
Tsen15
Gata2
Sirt2
Casd1
Cnksr3
Mtmr1
Nipsnap3b
Lage3
Ubl4a
Endog
Golga7
Clpx
Trabd
Fam163a
Pdzd11
Psma2
Capza2
Plekho1
Ppil4
Surf1
Med28
Qdpr
Nfe2l2
Rxra
Ncapg
Cacna1d
Actr8
Slc25a5
Pls3
Nkap
Cr1l
Gtf3a
Lnx2
Atxn10
Eif3d
Ttll12
Mrps18c
Etaa1
Sdc4
Rnd3
Brca1
Vps53
Dnttip1
Nlk
Arl5b
Zfp207
Psmd11
Timp2
Cdc6
Suz12
Atad5
Crlf3
Ada
Zswim1
Slc12a4
Pitpna
Mlx
Ppp2r5c
Ift52
Cyb5r3
Ints2
Mafk
Pmp22
Zkscan6
Mrm1
Chd3
Appbp2
Adora2b
Pip4k2b
Phf23
Pnpo
Copz2
Aatf
Zbtb4
Lsp1
Sfrp5
Sult4a1
Slc22a5
Map2k3
E2f2
Dalrd3
Fis1
Rab3d
BC005537
Hars2
Rnf145
Ahr
Psmc3ip
Zfp687
Calm3
Cops3
Fkbp8
Tlcd1
Plscr3
Arhgef25
Ap4m1
Ubxn6
Cyb561
Sema6a
Gle1
Lyst
Mtrf1l
Rwdd1
Stxbp5
Trmt11
Cep57l1
Ltv1
Gtf3c6
Rev3l
Traf3ip2
Fyn
Perp
Asf1a
Gopc
Qrsl1
Fabp7
Serinc1
Hsf2
Rspo3
Ptprk
Dcbld1
Slc6a15
Rfx6
P4ha1
Zwint
Cdk1
Dusp6
Tmpo
Med23
Arg1
Nedd1
Map7
Stx7
Tmcc3
Socs2
Nuak1
Timp3
Hsp90b1
Hnrnph3
Srgn
Vps26a
Tysnd1
Sar1a
Pald1
Sgpl1
Pcbd1
Lrig3
Micu1
Tbk1
Pno1
Tbc1d15
Meis1
Grb10
Ddc
Csrp2
Cabin1
Vps13d
Tmbim4
Prmt2
Hcfc2
Txnrd1
Wdr82
Mpg
Xpo1
Nsg2
Cpeb4
Asb3
Chac2
Sptbn1
Cnot6
Gfpt2
Rufy1
Tnip1
Slu7
Pttg1
Tns3
Pes1
Smtn
2310033P09Rik
Rnf185
Ogdh
Rtn4
Clhc1
Dbnl
Ska2
Rps6kb1
Mfap3
Fam114a2
Myo19
Prpsap2
Ggnbp2
Acaca
Llgl1
Cox11
Atxn7l1
Sypl
Pdia6
Nbas
Rock2
Snx13
Lpin1
Trappc12
Adi1
Rnf144a
Id2
Mboat2
Cenpo
Klf11
Cbll1
Dld
Kif3c
Pxdn
Ddx52
Cdc27
Tlk2
Mrc2
Lig3
Tmem132e
Ern1
Nf1
Nt5c
Galk1
Med31
4933427D14Rik
Rabep1
Sec14l1
Slc46a1
Blmh
Nme2
Spag9
Cacna1g
Per1
Ntn1
Krt19
Top2a
Lsm12
Eftud2
Klhl28
Strn3
Sel1l
Dnaaf2
Klhdc2
Npas3
Zc3h14
Ppp2r3c
Nfkbia
Mbip
Gstz1
Sptlc2
Mthfd1
Sgpp1
Rab15
Nin
Tmx1
Ppm1a
Glrx5
Vrk1
Smoc1
Nrde2
Atxn3
Golga5
Pitrm1
Ppp4r4
Akr1c13
Numb
Aldh6a1
Npc2
Fcf1
Ylpm1
Angel1
Amn
Cdc42bpb
Ppp1r13b
Zkscan3
Exoc2
Tmem14c
Edn1
Tbc1d7
Mcur1
Kif13a
Id4
Ippk
Ripk1
Slc35b3
Ror2
Ctsl
Zfp346
Pdlim7
Pcbd2
Txndc15
Caml
Adcy2
Cetn3
Naa35
Pdcd6
Sdha
Rhobtb3
Arsk
Slc6a18
Xrcc4
Zcchc9
Rad17
Ocln
Ankra2
Hmgcr
Poc5
F2rl1
Scamp1
Kif2a
Ercc8
Depdc1b
Pde4d
Plk2
Serinc5
Ppwd1
Srek1ip1
Emb
Fgf10
Psmd6
Pdhb
Kctd6
Fst
Comtd1
Ube2e1
Dlg5
Ecd
Dnajc9
Mss51
Camk2g
Vcl
Psmc6
Samd4
Hacl1
Asb14
Dph3
Oxnad1
Parg
Nek4
Kpna3
Zmym2
Xpo4
Lats2
Dcp1a
Ints9
Cdadc1
Mipep
Tsc22d1
Dnajc15
Naa16
Wbp4
Elp3
Esco2
Clu
Nefl
Slc39a14
Dmtn
Dok2
Rb1
Rcbtb2
Sucla2
Rbm26
Ednrb
Dnajc3
Nipbl
Nup155
Zfr
Cct5
Ctnnd2
Rai14
Brix1
Sdc2
Trio
Rrm2b
Slc25a32
Oxr1
Eif3h
Rad21
Stk3
Eif3e
Emc2
Eny2
Myc
Zhx1
Mrpl13
Ppara
Brd1
L3mbtl2
Rbx1
Xpnpep3
Josd1
Parvb
Naga
Hdac7
Polr3h
Col2a1
Hoxc5
Pde1b
Nudt16l1
Mgrn1
Crebbp
Zfp263
Atp13a3
Glyr1
Lsg1
Gpt
Sharpin
Hsf1
Ly6e
Cep97
Arsa
Kif21a
Alcam
Tagln3
Mcm4
Parn
St3gal6
Klhl22
Nit2
Sdf2l1
Dlg1
Senp5
Wdr53
Dnm1l
Tfrc
Zfp148
Umps
Fstl1
Ndufb4
Abcc5
Muc13
Gtf2e1
Ccdc14
Senp2
Tmem41a
Cxadr
Rfc4
Adamts1
Ets2
Dyrk1a
Arl13b
Pros1
Cbr3
Clic6
Rcan1
Runx1
Atp5o
Donson
Son
Tmem50b
Ifngr2
Ifnar2
Paxbp1
Kansl2
Adcy6
Racgap1
Cers5
Larp4
Slc11a2
Slc4a8
Csad
Prr13
Tarbp2
Rttn
Mospd1
Akirin1
Nagpa
Ivns1abp
Rpp14
Slc38a1
Serping1
Frs3
Twf2
Trip6
Tpi1
Rab12
Ogfod2
Rhebl1
Pigx
Rps6ka2
Slc22a1
Igf2r
Mpc1
Phf10
Smoc2
Hcfc1r1
Tnfrsf12a
Tbc1d5
Satb1
Mrpl14
Taf8
Tfeb
Ndufv3
Myl12a
Lpin2
Ndc80
Clip4
Spast
Prkd3
Birc6
Pja2
Pdpk1
Abca3
E4f1
Epas1
Ift140
Luc7l
Dusp1
Rfx2
Nudt3
Anks1
Zfp523
Fkbp5
Zeb1
Epc1
Sos1
Polr2d
Slc25a46
Sap130
Slc39a6
2700062C07Rik
Zfp397
Ccny
Rock1
Esco1
Mib1
Rnf138
Vps52
Dnajc18
Stard4
Ercc3
Map3k2
Wdr33
Npc1
Zfp521
Dhx16
Ndfip1
Rpp21
Gabbr1
Dcp2
Pggt1b
Ap3s1
Ankhd1
Hbegf
Yipf5
Rbm27
Dtwd2
Hsd17b4
Smad4
Ptpn2
Cep192
Setbp1
Mapk4
Smad2
Txnl1
Nars
Prrc1
Slc12a2
Fbn2
Dctn4
Tmx3
Hmgxb3
Timm21
Rab3il1
Fads3
Osbp
Fam111a
Ccdc86
Naa40
Atg2a
Ak3
Snx15
Cdca5
Vps51
Tm7sf2
Rpp30
Ankrd1
Il33
Frmd8
Uhrf2
Dpf2
Gldc
Ighmbp2
Eif1ad
Banf1
Tmem134
Sf3b2
Pacs1
Rce1
Minpp1
Papss2
Mus81
Ppp6r3
Fibp
Smarca2
Rela
Fam89b
Arl2
Men1
Sf1
Prdx5
Plcb3
Vegfb
Pdcd4
Tcf7l2
Cyp26a1
Rbp4
Eif3a
Plce1
Aldh18a1
Lcor
Efhc2
Sfr1
Gsto1
Habp2
Tollip
Lrrc45
Dus1l
Zdhhc16
R3hcc1l
Got1
Dnmbp
Cpn1
Chuk
Cwf19l1
Scd2
Gbf1
Nfkb2
Arih1
Bbs4
Adpgk
Limd1
Lztfl1
Hsd17b10
Huwe1
Tsr2
Tro
Sat1
Acot9
Ptprj
Itgb8
Ube3a
Mmp19
Dgka
Pa2g4
Chmp6
Baiap2
Cnpy2
Prim1
Mbd6
Nnt
Msx3
Tubgcp2
Inpp5a
Tmem192
Crcp
Gusb
Clybl
Dock9
Cbx2
Rptor
Copg2
Mkln1
Bach1
Cct8
Phf6
Arhgef9
Nmb
Rab40c
Jmjd8
Ly96
Exosc7
Hgs
Rassf3
Sec61a2
Xiap
Stag2
4833439L19Rik
Uimc1
Smad7
Cwf19l2
Stau2
Rdh10
Tmem14a
Mettl21a
Ndufs1
Rftn2
Mob4
Hspd1
Sf3b1
Slc40a1
Ikzf2
Lancl1
Kansl1l
Raph1
Stradb
Trak2
Cflar
Orc2
Tex30
Pdcl3
Mrpl30
Mitd1
Asnsd1
Ormdl1
Nabp1
Dst
Prim2
Rhbdd1
B3gat2
Nhej1
Pnkd
Cxcr2
Zfand2b
Ankzf1
Tuba4a
Speg
Trip12
Psmd1
Epha4
Serpine2
Ndufa10
Pask
Ppp1r7
Ilkap
Pam
Actr3
Slc35f5
Ccnt2
Ubxn4
Tsn
3110009E18Rik
Tmem9
Srgap2
Nfasc
Ppfia4
Xpr1
Lamc1
Rnf2
Trp53bp2
Srp9
Nvl
Pycr2
Dcaf8
Mpzl1
Dcaf6
Blzf1
Scyl3
Smyd2
Ptpn14
Eprs
Atf3
Irf6
Plxna2
Suv39h2
Dusp12
Atf6
Aldh9a1
Mettl13
Stam
Rabgap1l
Trdmt1
Rsu1
Vim
Bmi1
Dnajc1
Mllt10
Arpc5l
Spopl
Acbd5
Zbtb43
Coq4
Ttf1
Ddx31
Slc25a25
Nr4a2
Gpd2
Olfm1
Tor1b
Crat
Dolpp1
Sh3glb2
Hspa5
Gapvd1
Psmd5
Zeb2
Dab2ip
Mrrf
Ndufa8
Psmd14
Agpat2
Tmem141
Traf2
Sapcd2
Uap1l1
Arrdc1
Zmynd19
Galnt3
Nckap1
Frzb
Ube2e3
Cwc22
Cers6
Ssrp1
Lrp2
Clp1
Tfpi
Fastkd1
Atf2
Chrna1
Ola1
Sp3
Itga6
Kif18a
Arl14ep
Slc12a6
Nop10
Ccdc34
Lin7c
Eif3m
Prrg4
Tcp11l1
Cstf3
Hipk3
Fbxo3
Ttc17
Gatm
Fbn1
Galk2
Meis2
Slc28a2
Mapk8ip1
Creb3l1
Atg13
Arfgap2
Pacsin3
Jag1
Snap23
Ehd4
Ndufaf1
Nusap1
Atrn
1700037H04Rik
Cdc25b
Knstrn
Ivd
Pcna
Gpcpd1
Fam98b
Trpm7
Stard7
Mrps5
Bcl2l11
Ndufaf5
Slc20a1
Lpin3
Rbbp9
Sec23b
Gzf1
Cst3
Gins1
Nsfl1c
Slc52a3
Tpx2
Dnmt3b
Cdk5rap1
Cstf1
Gnas
Fabp5
Ptpn1
Lrrcc1
Zfp64
E2f5
Gid8
Nkain4
Armc1
Gss
Aar2
Rbl1
Tti1
Rprd1b
Fam83d
Dhx35
Gnb4
Ccdc39
Mecom
Nceh1
Ect2
Spata5
Rab33b
Cog6
Supt20
Gfm1
Kpna4
Dclk1
Nbea
Wwtr1
Serp1
Etfdh
Eif2a
Kcnab1
Ccnl1
Sike1
Tspan2
Vangl1
Gdap2
Reg4
Sypl2
Gstm4
Ahcyl1
Ints3
Nup210l
Tpm3
Hax1
Vcam1
Col11a1
Lef1
Casp6
Gar1
Glrb
Kcnq5
Ash1l
Rit1
Iqgap3
Gpr89
Rnf115
Gclm
Abcd3
F3
Ptbp2
Eif4e
Wls
Ddah1
Asph
Trp53inp1
Cpne3
Rmdn1
Coq3
Tstd3
Odf2l
Casp8ap2
Smim8
Smc2
Polr1e
Exosc3
Anp32b
Coro2a
Tex10
Tmeff1
Kif12
Zfp618
Tnfsf8
Ugcg
Ptbp3
Zfp37
Kdm4c
Mpdz
Zdhhc21
Dnaja1
B4galt1
Bag1
Vcp
Creb3
Usp24
Pde4b
B4galt2
Bend5
Itgb3bp
Eps15
Osbpl9
Usp1
Ift74
Pum1
Cc2d1b
Orc1
Gpx7
Cpt2
Ndc1
Ctps
Trit1
Ephb2
Pithd1
Eif2b3
Urod
Toe1
Pomgnt1
Rad54l
Mknk1
Stil
Cmpk1
Aldh4a1
Pink1
Zcchc17
Fabp3
Ptp4a2
Ak2
Syf2
Tmem50a
AU040320
Cnksr1
Sh3bgrl3
Slc9a1
Meaf6
Wasf2
Fam76a
Stx12
Rpa2
Eya3
Sesn2
Taf12
Gmeb1
Mecr
Fbxo42
Cdk14
Acot7
Ube4b
Errfi1
Abcb8
Dffa
Ctnnbip1
Lzic
Orc5
Dnajc2
Pmpcb
Dffb
Ssu72
Pex10
Dvl1
Sorcs2
Acox3
Lrpap1
Htt
Add1
Crmp1
Rab28
Fosl2
Snx17
Nrbp1
Krtcap3
Ociad1
Sgcb
Pgm2
Fam114a1
Pi4k2b
Rfc1
Klb
Lias
Ugdh
Pds5a
Apbb2
Guf1
Slc30a9
Chic2
Pdgfra
Clock
Paics
Rest
Cenpc1
Dr1
Mtf2
Tgfbr3
Zfp326
Fgf5
Tfip11
Ccng2
Cdk2ap1
Snrnp35
G3bp2
Uso1
Stx2
B3gnt4
Diablo
Mmp17
Bcl7a
Cct6a
Mapkapk5
Vps29
Fam216a
Anapc7
Atp2a2
Camkk2
Rnf34
Kdm2b
Aacs
Anxa3
Pgam5
Pus1
Prkab1
Triap1
Gatc
Tes
Tmem106b
Ube3b
Sdsl
Plbd2
Eif2ak1
Rpl6
Pdap1
Phf14
Pan3
Hsph1
Medag
Auts2
Pot1a
Wasl
Lrwd1
Pop7
Cald1
Ahcyl2
Klhdc10
Abcg2
Luc7l2
Trim24
Mtpn
Stra8
Zyx
Prdm5
Mrps33
Slc37a3
Gfpt1
Pcyox1
Adamts9
Wbp1
Rab43
Foxp1
Ruvbl1
Sec61a1
Itpr1
Clec4a2
Etv6
Lrp6
Emp1
Atf7ip
Golt1b
Ldhb
Rad18
C2cd5
Emc3
Sec13
Ccdc91
Dennd5b
Ing4
Ltbr
Tnfrsf1a
Cd9
Rad51ap1
Tead4
Strn4
Zik1
Dmpk
Uri1
Cyfip1
Rhpn2
Prmt3
Mtmr10
Trpm1
Blm
Hddc3
Ttc23
Lrrc28
Rab38
2200002D01Rik
Aen
Mrpl46
Ccdc90b
Tmem126a
Fah
Ndufc2
Anapc15
Arl6ip1
Nucb2
Pagr1a
Cdipt
Ino80e
Fchsd2
Mrpl48
Nupr1
Ppme1
Cln3
Nfatc2ip
Pold3
Rabep2
Eif3c
Nsmce1
Far1
Acer3
Disp1
Parva
Prss8
Phkg2
Rnf40
Nucb1
Bcat2
Lamtor1
Fgfr2
Ubfd1
Ears2
Arfip2
Uqcrc2
Rrp8
Tmem159
Eri2
Fam53b
Stim1
Pgap2
Mki67
Wee1
Tub
Eif3f
Ano1
Nadsyn1
Dock11
Cul4b
Smarca1
Slc25a14
Enox2
Gpc4
3830403N18Rik
Rbmx
Plp2
Slc35a2
Wdr13
Rpgr
F8
Fundc2
Brcc3
Ophn1
Pbdc1
Magee1
Atrx
Cstf2
Map3k15
Il2rg
Rps6ka3
Zmym3
Chic1
Flna
Gpm6b
Cetn2
Hccs
Rbbp7
Arhgap6
Msl3
Ctps2
Xlr4c
Zfp275
Ap1s2
Haus7
Abcd1
Pir
Irak1
Mpp1
Nxf7
Psmd10
Prps1
Rnf128
Atp11a
Rasa3
Vps36
Slc25a15
Col4a2
Tnks
Ikbkb
Plat
Adam9
Plekha2
Slit2
Tenm3
Wwc2
Mak16
Pcm1
Sap30
Tmem184c
Nek1
Heatr3
Brd7
Eif2ak3
Smad1
Lsm6
Vps35
Dnaja2
Itfg1
Zfp330
Smarca5
Zfp821
Ap1g1
Mmp2
St3gal2
Amfr
Bbs2
Mt2
Nudt7
Arl2bp
Polr2c
Kifc3
Usb1
Tpm4
Slc27a1
Babam1
Ifi30
Atp13a1
Cmtm3
Cdh16
Psmb10
Nfatc3
Pla2g15
Has3
Nip7
Terf2
Cyb5b
Wwp2
Ankrd49
Panx1
4931406C07Rik
Kars
Wdr59
Aars
Tbx20
Acad8
Ccsap
Acta1
Cog2
Jam3
Snx19
Aplp2
Usp2
Thy1
Sc5d
Ubash3b
Ets1
Srpr
Acat1
Ppp2r1b
Cryab
2310030G06Rik
Bco2
Cadm1
Tagln
Bace1
Arcn1
Chek1
Fez1
Robo3
Ilf3
Tmed1
Kank2
Ccnb2
Tcf12
Itga11
Glce
Phip
Usp28
Idh3a
Commd4
Fbxo22
Clk3
Tmem30a
Neo1
Gclc
Lrrc1
Tmed3
Ctsh
Tpm1
Plscr1
Lactb
Car12
Plod2
Spg21
Dpp8
Igdcc3
Zwilch
Pias1
U2surp
Xrn1
Rasa2
Snx14
Zfp949
Cmtm6
Slc25a36
Clstn2
Mrps22
Pik3cb
Faim
Dbr1
Nck1
Cdc25a
Kif9
Trib1
Wdr48
Csrnp1
Slc25a38
Pccb
Trak1
Slco2a1
Rab6b
Srprb
Nphp3
Dnajc13
Mrpl3
Nudt16
Aste1
Apeh
Ip6k2
Prkar2a
Eml4
Thsd7a
Chsy1
1700025G04Rik
Abtb2
Ccdc88a
Lama1
Cdv3
Slc10a3
Ank2
Zswim6
Fbxo21
Hspa13
Ap4b1
Fkbp1a
Mycbp2
Ogfod1
Trim33
Cdo1
Eif3l
Pygb
Pfkm
Tbc1d4
Slc35d2
Atg9a
Gga1
Slc22a15
Phldb2
Dis3
Card10
Tmed7
Ttc28
Slitrk5
Wnt6
Arid2
Noc4l
Fem1c
Kdm4a
Chst2
Map2k4
Usp37
Arhgap44
Clasp2
Agl
Nudt15
Ctdspl2
Eri3
Specc1l
Adamts15
Prss35
Larp4b
Angptl1
Fam20b
Rbfox2
Ndn
Reep4
Ddx19b
Ucp2
Acbd6
Sfxn5
Lrrc14
Fndc3c1
Fkbpl
Mnd1
Rbm4b
Recql4
Exoc6b
Atp7a
Tmem87a
Ppp1r16a
Map9
Mapkbp1
Gde1
Aspm
Rfc3
Scaper
Rpap1
Phka1
Hdlbp
Ano7
Mks1
Exoc3
Ino80
Irf2bpl
Chmp7
Lsm3
R3hcc1
Mrps17
Golgb1
Agpat1
Setd5
Thoc5
Traf3ip1
Fhod3
Fam53c
Slc26a2
Exosc1
Zbed4
Wbp2
Smc4
Tulp4
Spata6
Pja1
Cops8
Eda2r
Pkd2
Sec22a
Uaca
Gjc1
Rsrc1
Hdx
Ptpn13
Mon2
Gpatch8
Tiparp
Ankrd12
Lrrn1
Ppp1r21
Cnot6l
G6pc3
Sos2
Nup54
Tet3
Tbxa2r
Cog3
Pip5k1c
Ncaph
Rnf44
Baz1a
Ncapd3
Rrp12
Eef2k
Oma1
Becn1
Fam167a
Eva1a
Dcbld2
Shc4
Arhgap5
Secisbp2
Tanc1
Spcs2
Hectd1
Helq
Cops4
Gnptab
Uvrag
Pdzrn3
Parpbp
1810055G02Rik
Pmch
Rabgap1
Foxa1
Prdm8
Rcbtb1
Slc25a21
Tab3
Cox18
Gnptg
Leng8
Igfbpl1
Ankrd11
Frmpd1
Ric8b
Rsf1
Aamdc
Melk
Usp35
Dym
Dync1li2
Cep19
Twist1
Pim3
Pawr
Gramd4
Cd276
Ptprq
Pknox2
Ibtk
Dock4
Tdp2
Tmtc2
Fam122b
Prtg
Zfp57
Fmnl2
Slain2
Vezt
Metap2
Rpp25l
Ankmy2
Rif1
Sh3bp4
Kctd1
Noa1
BC031181
Qsox2
Slc18a1
Igsf10
Tmem258
Glb1l2
Gng12
Tbcc
Exoc1
Eea1
Fam13b
Commd2
Cdc42ep3
Rnf113a1
Sh3tc1
Ndrg4
Rfxap
Mgat4b
Alg5
Cenpt
Aaas
Ago2
Zscan12
Ttll7
Dnajc12
Anln
Rps27l
Cnep1r1
Topors
Lpar3
Lin37
Mrpl41
Mrpl55
Dchs1
Syde2
Dna2
Rap2b
Zfp157
Neto2
Fzd8
4921524J17Rik
Kdm1a
Rab8b
Taf6
Zdhhc9
Frem2
Zscan21
Wdr62
Foxa2
Zfp146
Rbmxl1
Scd1
Rab11fip3
Dcaf15
Aff3
Arhgap10
Elf2
Fam193a
Thap1
Matr3
Spred3
Clic4
Zfp692
Aagab
Kin
Tmem97
Ovol2
Stag1
Ttc13
Tap1
Fam53a
Taf2
Kdm6a
Atp11b
Ranbp10
Dmxl1
Slc30a1
Azin1
Dtl
Ppfia1
Mrpl47
Rapgef6
Fbxo34
Plekhg2
Wdhd1
Ephx3
Wdtc1
Zbtb42
Vps13b
H2-DMa
Slc20a2
Cdkn1c
Rfx7
Esyt3
Atp8a1
Fam13a
Limch1
Mrps26
Ppp1r16b
Pced1a
Dzip1l
Vopp1
Phf12
Ppm1k
Jmjd1c
Stk35
Rcor1
Ssh2
Bicd2
Crp
Ano10
Wnk2
Rmi2
Rara
Igsf9
Arap2
Ccdc138
Fam120a
Igsf8
Dexi
Cdkn2aip
Tmem237
Opa1
Cnbd2
Hspb2
Cdon
Fam210a
Ccdc50
Spon1
Atg5
Pde4dip
Prkab2
Pgap3
Bend3
Cep44
Usp38
Slc22a23
Bphl
Smg6
Trpc4ap
Satb2
Txlng
Zfp384
Fbxo25
Lasp1
Focad
Trp53inp2
Ttk
Rras
Pmepa1
Foxq1
Mllt6
Uqcrfs1
Tfdp1
Sv2a
Otud7b
Dcun1d2
Grtp1
Jarid2
Car14
C1rl
Zfp280d
Pcid2
Ranbp9
Fndc4
Ift172
Akap12
Nepn
Herc1
Pak1ip1
Mapkap1
Taf5l
Hoxb5
Dsel
Nudcd1
Abcf1
Ptpn3
Kdm3b
Smurf1
Cnot4
Ctnnal1
Zfhx3
Rnf146
Ctu1
Fam117a
Kat7
Plcl2
Sccpdh
Prc1
Ube2l3
Cpq
Mtg1
Adrm1
Osbpl2
Psmd7
Rreb1
Nexn
Cmc1
Tbc1d19
Atf7ip2
Daglb
Suv39h1
Tgfb2
B3galnt2
Vstm2b
Megf9
Azi2
Fndc3b
Cdk5rap2
Smarcal1
Fut11
Wdr45
Mreg
Prss23
Heatr5b
Tmem135
Mtmr7
Morc3
Mtmr12
Slc9a8
Nt5dc1
Asb6
Tspyl4
Stau1
Nphp4
Myo9a
Fam149b
Zfp189
Vasn
Cpeb3
Zmynd8
Zer1
Nploc4
Lmbrd2
Bahcc1
Exo1
Fbxl5
Alkbh4
Cpeb2
Ncoa5
Wdr70
Slc44a3
Slc26a11
Urb1
Pik3cd
Rhou
Zfp292
Rsbn1l
Tbc1d16
Cbx4
Ginm1
Elavl1
Baz2a
Ikzf5
Alkbh3
Scamp2
Zfp704
Tm7sf3
Trappc5
Fgfr1op2
Mrps28
Rbm48
Nsmce4a
Ufl1
Bcor
Trim41
Aqr
Abhd13
Akap9
Fbxl4
Timd2
Slc25a28
Dtx3
Sgms1
Usp45
Arglu1
Blvrb
Xaf1
Ltbp4
Igsf23
Pvr
Matn1
Tex2
Wdr7
Ofd1
Ranbp17
Ildr2
Tmem51
Dhx33
Rimklb
Oaz2
Creg1
Zfhx2
Esrp1
Appl1
Spen
Snrnp25
Ttc3
S100g
Hlcs
Psme4
Plekhh2
Ino80d
Gfer
Sh3kbp1
Abhd4
Cmtm8
Ghitm
Nacad
Rwdd2b
Ostc
Nbl1
Brca2
Arhgap11a
Elovl6
Ublcp1
Chd7
Vps41
Zfp236
Dmxl2
Gtf3c3
Sntb2
Slc7a1
Thoc6
Atp1b2
Atg2b
Mfsd6
Arhgap32
Stx3
Cep78
Rrp9
Ago1
Cdc42ep4
Fam104a
Mrps27
Klf8
Alg13
Kirrel
Tpp2
Fam169a
Haus1
Lman1
Tdrkh
Ammecr1l
Slc16a6
Mvk
Pkp2
Znrf3
Mettl8
Elmod1
Wdr41
Ncapg2
Mat2b
Igsf3
Tmcc2
Zfp239
Cox10
Klhl23
Zfp451
Ammecr1
Lyn
Pm20d1
Sgsm3
Specc1
Smim12
Dennd4b
Zmym6
Dhx29
Adora1
Zfp532
C1galt1
Dctpp1
Tbc1d10b
Dhrs7b
Mier2
Ube2q1
Ipo11
Fam199x
Atxn2
Hirip3
Safb2
Shc1
Immp1l
Zc3h12a
Npl
Jph1
Sipa1l1
Naa25
Mrap2
Exog
Rnf214
Aqp11
Mcts2
Snai1
Tom1
Egflam
Gng2
Dpy19l1
Simc1
Upf2
Tmem64
Pcdhb19
Hilpda
Pgp
Tril
Setx
Zc2hc1a
Pars2
Adamts3
Tox3
Pde12
Ptpn11
Kbtbd7
Slc36a4
Klhl15
Wdfy3
Thrap3
Orai3
Mgat2
Gls2
Lmod3
Nkrf
Foxo1
Gpr146
Osbpl1a
Cxxc4
Slc16a13
Cryga
9930012K11Rik
Zbtb39
Csrnp2
Zfp612
Palb2
Gemin7
Gskip
Scml4
Zfp354c
Uqcrq
Pp2d1
Fzd5
Lrfn4
E130308A19Rik
Bola3
Cirbp
Vcpip1
Nudt18
Asxl3
Klhdc9
